Company,Handle,Twitter_Descr,verified
PRUDENTIAL FINANCIAL INC,pgim,"PGIM is the investment management business of @Prudential Financial, Inc. (USA) → https://t.co/S1eSNERZCT Please read: https://t.co/gLkjMJuLO3",True
ANTHEM INC,AnthemInc,Our companies work to bring affordable quality care to consumers. Follow us for the latest health care insights. Corp responsibility @AnthemFDN,True
GAMESTOP CORP,gamestopcorp,Tweets from the @gamestop communications team with news from its family of specialty retail brands. Customer or product issues? Email us at twitter@gamestop.com,True
NETFLIX INC,netflix,Black Lives Matter. Black Stories Matter. Follow @StrongBlackLead,True
NETFLIX INC,NetflixFilm,"~This Week on Netflix~ 

Jan 27:
🐧 PENGUIN BLOOM

Jan 28:
⚒️ THE DIG
🗺 FINDING 'OHANA",True
NETFLIX INC,NetflixUK,"PSA: Don't watch @bridgerton ep 6 with your mum.

CS: @Netflixhelps",True
NETFLIX INC,NetflixANZ,"Like normal Netflix, but way more comfortable swearing – An insider look at the shows and movies you love.",True
NETFLIX INC,Netflixhelps,"For tech issues, please include device & error. For Live Chat or self serve options visit us at https://t.co/GWMes6XGlM",True
NETFLIX INC,Netflix_PH,Pancakes anyone? 🥞🥞🥞,True
NETFLIX INC,netflixfamily,"new year, new queue 👇",True
NETFLIX INC,NetflixNordic,"This is now a Bill Skarsgård AND Björn Mosten stan account.

@Netflixhelps 🇩🇰 🇫🇮 🇳🇴 🇸🇪 🇮🇸",True
NETFLIX INC,contodonetflix,📺Netflixeando in Spanglish,True
NETFLIX INC,NetflixBrasil,Quando damos nossas mãos 🤝,True
NETFLIX INC,NetflixFR,TOU DOUM !,True
NETFLIX INC,NetflixLAT,"Netflix, Nefli, Nesflis, Nexflit, Neiflis... Soy el mismo.",True
NETFLIX INC,NetflixJP,"ひとりじゃない、世界がある。#ネトフリ

アニメはこちら→ @NetflixJP_Anime",True
NETFLIX INC,NetflixMENA,تا دام. || خدمة العملاء @netflixhelps,True
NETFLIX INC,NetflixJP_Anime,"Netflix Japanのアニメ作品専用公式アカウント 
⚠️すみません時々突然荒ぶります⚠️
#ネトフリアニメ",True
NETFLIX INC,NetflixES,"Ojalá 2021 desmontando el mito de que las secuelas siempre son peores.
Ayuda: @NetflixHelps",True
NETFLIX INC,NetflixPT,Estamos a uma história de distância.,True
CME GROUP INC,CMEGroup,"CME Group is the world’s leading and most diverse derivatives marketplace, made up of four exchanges, CME, CBOT, NYMEX and COMEX.",True
NASDAQ INC,Broadcom,"Broadcom Inc. (NASDAQ: AVGO) is a global technology leader that designs,
develops and supplies semiconductor and infrastructure software solutions.",True
NASDAQ INC,Fiserv,Fiserv (NASDAQ: FISV) is a leading global technology provider serving the financial services industry.,True
NASDAQ INC,HenrySchein,"Henry Schein, Inc. is a solutions company for health care professionals powered by a network of people and technology. We are #TeamSchein!
Nasdaq: $HSIC",True
NASDAQ INC,USFunds,"U.S. Global Investors, Inc. is an innovative investment manager with vast experience in global markets and specialized sectors.

NASDAQ: $GROW",True
SEAGATE TECHNOLOGY PLC,Seagate,The world leader in storage solutions. Pioneering the datasphere. For support @AskSeagate,True
SALESFORCE.COM INC,salesforce,"We bring companies and customers together on the #1 CRM. Sharing the news, events, and innovation you need to change the world for good. Support: @asksalesforce",True
SALESFORCE.COM INC,SalesforceOrg,We are the social impact center of Salesforce focused on partnering with the global community to tackle the world’s biggest problems.,True
SALESFORCE.COM INC,SalesforceEng,Catch our engineers Behind the Code. We are the engineering groups at @salesforce. https://t.co/74jeL4CFUM,True
SALESFORCE.COM INC,SalesforceNews,News and behind-the-scenes stories from the official Salesforce newsroom. Please send media requests to pr@salesforce.com,True
METROPCS COMMUNICATIONS INC,MetroByTMobile,Rule your day with Metro by T-Mobile. #RuleYourDay,True
MOSAIC CO,SuttonBStracke,Mom of 3. Art & fashion lover. Official Cast member of #RHOBH @bravotv. press opportunities please contact tad@mosaic https://t.co/l7kT9vL6Zt or jenn@mosaicpr.com,True
INTERCONTINENTAL EXCHANGE,BettyWLiu,"Media entrepreneur $DNZ. Alum @NYSE, Intercontinental Exchange. @BloombergTV. Amateur baker, Eagles 🦅 fan. I’m a walking Rolodex.",True
INTERCONTINENTAL EXCHANGE,ICEHousePodcast,"#InsideTheICEHouse, the podcast from Intercontinental Exchange, features conversations with leaders & visionaries from the Library of @NYSE • Host: @Polioptics",True
DISCOVERY INC,DiscoveryIncTV,Global leader in real life entertainment🌎 @discoveryplus @Discovery @HGTV @FoodNetwork @TLC @OWNTV @Eurosport @DiscoveryID,True
DISCOVERY INC,Discovery,We'll bring the world to you.,True
DISCOVERY INC,Discovery_Mx,"¡Haz crecer tu mundo!
Cuenta oficial de Discovery Channel México",True
DISCOVERY INC,DiscoveryMENA,استكشفوا الشرق الأوسط.,True
UNDER ARMOUR INC,UnderArmour,Under Armour makes you better. #TheOnlyWayIsThrough,True
NYSE EURONEXT,artmarketdotcom,The World Leader in #ArtMarket Information (http://t.co/Fh5JvqpD1R) and Marketplace (http://t.co/n9ntoxlx8C). Artprice is listed by Nyse Euronext Paris PRC,True
NYSE EURONEXT,nokia,"We create the critical networks and technologies to bring together the world’s intelligence. For phones, visit @NokiaMobile.",True
FACEBOOK INC,fbnewsroom,News and press statements from Facebook Communications. Send media inquiries to press@fb.com,True
FACEBOOK INC,Facebook,Our mission is to give people the power to build community and bring the world closer together.,True
FACEBOOK INC,facebookapp,We believe people can do more together than alone and that each of us plays an important role in helping to create this safe and respectful community.,True
FACEBOOK INC,RazerSupport,"For any community or sponsorship questions, refer to Razer Facebook |
For RΛZΞR News: follow @Razer & @TeamRazer",True
FACEBOOK INC,Alden_Gonzalez,ESPN multimedia reporter. Also on Instagram and Facebook. Lend me your ears and I'll sing you a song. I will try not to sing out of key. 🇨🇺,True
FACEBOOK INC,SimonPearceInc,Instagram: @SimonPearce Facebook: https://t.co/hIR9vGnNt8 Pinterest: https://t.co/2QDEYqweUw,True
FACEBOOK INC,hemeon,"Past: Kosas, Facebook AI, Design Inc., Hodinkee, YouTube, Google, Digg - Artist, father, surfer. DM if you want a painting.  IG @hemeon",True
FACEBOOK INC,wa_status,We are working very hard to make this twitter account irrelevant.,True
PHILLIPS 66,Phillips66Co,Official Twitter account of Phillips 66.,True
PHILLIPS 66,Phillips66Gas,The official handle of Phillips 66® gas. Live to the Full™,True
WINDSTREAM HOLDINGS INC,Windstream,Windstream is an innovative communications & software company offering managed communications services to businesses and high-speed internet to consumers,True
MSCI INC,MSCI_Inc,"An independent provider of research-driven insights, tools & #indices for investors, based on over 50 years’ academic research & real-world experience.",True
ULTA BEAUTY INC,ultabeauty,The Possibilities Are Beautiful.✨,True
VISA INC,Visa,You keep chasing your dreams. We’ll help you reach them faster.  Visa. Everywhere You Want to Be,True
VISA INC,VisaUK,"Welcome to Visa UK, home to our campaigns.",True
VISA INC,VisaSecurity,"Knowledge is the key to beating #fraud. Stay up to date on the latest #scams, prevention tips and #payment #security news from @Visa Inc.",True
VISA INC,RushCard,"Connect with us here. Prepaid Visa RushCard is issued by MetaBank®, Member FDIC, pursuant to a license from Visa U.S.A. Inc.",True
PHILIP MORRIS INTERNATIONAL,InsidePMI,We’re designing a #smokefree future. Find out how: https://t.co/R6mvUvv9fz #Unsmoke Your Mind,True
PHILIP MORRIS INTERNATIONAL,DrGilchrist,VP at Philip Morris International. Advocate for “better”. Science Lady. Mother. Outdoors and dog freak.,True
DR PEPPER SNAPPLE GROUP INC,DrPepperSnapple,Serving up flavorful tweets from Dr Pepper Snapple Group.,True
ACTIVISION BLIZZARD INC,ATVI_AB,Activision Blizzard is one of the world's largest and most successful standalone interactive entertainment companies @activision @blizzard_ent @king_games,True
ACTIVISION BLIZZARD INC,Activision,"Activision's official account, publisher of @CallofDuty, @PlayCODMobile, @CrashBandicoot, @Sekirothegame, @SpyroTheDragon, @TonyHawkthegame and more.",True
BROADCOM INC,Broadcom,"Broadcom Inc. (NASDAQ: AVGO) is a global technology leader that designs,
develops and supplies semiconductor and infrastructure software solutions.",True
BROADCOM INC,symantec,Symantec Enterprise Security Products are now part of Broadcom. The consumer division is now NortonLifeLock Inc.,True
BROADCOM INC,SymantecEMEA,Symantec Enterprise Security Products are now part of Broadcom. The consumer division is now NortonLifeLock Inc.,True
BROADCOM INC,SymantecASIA,Symantec Enterprise Security Products are now part of Broadcom. The consumer division is now NortonLifeLock Inc.,True
BROADCOM INC,SymantecEmail,Symantec Enterprise Security Products are now part of Broadcom. The consumer division is now NortonLifeLock Inc.,True
BROADCOM INC,Brocade,Brocade is now a Broadcom Inc. group company. Be sure to follow the @Broadcom page to receive future company updates.,True
BROADCOM INC,CAinc,CA Technologies is now a Broadcom company. Follow @Broadcom to stay up to date on company news and products.,True
BROADCOM INC,CA_IM,CA Technologies is now a Broadcom company. Follow @Broadcom to stay up to date on company news and products.,True
FORTINET INC,Fortinet,"The Fortinet #SecurityFabric platform secures the largest enterprise, service provider, and government organizations around the world.",True
TRIPADVISOR INC,TripAdvisor,Find the good out there. #TheresGoodOutThere,True
CBRE GROUP INC,CBREHongKong,"CBRE Hong Kong is part of CBRE Group, Inc. (NYSE:CBRE), the world’s largest commercial real estate services and investment firm (in terms of 2017 revenue).",True
CBRE GROUP INC,CBREAmericas,"Official account for @CBRE Americas. Sharing the latest #CRE news & research out of the US, Canada & Latin America. We transform real estate into real advantage",True
CBRE GROUP INC,CBRESingapore,"CBRE Group, Inc., a Fortune 500 and S&P 500 company, is the world’s largest commercial real estate services and investment firm. L3002163I",True
