Company,Handle,Twitter_Descr,verified
conagra brands,jonjayharris,"SVP and Chief Communications Officer of Conagra Brands, media personailty, husband and father of 3, lover of music, food, friends and life",True
consolidated edison,ConEdison,Official Twitter handle for Con Edison. For gas odors leave area & call 911. Report power issues at https://t.co/lVVABPWFeG. Contact us at 1-800-75-CONED.,True
coopers (the),PwCUS,The US firm of the worldwide network of PricewaterhouseCoopers.,True
coopers (the),PwC,Latest news and insights from and about the PwC worldwide network.,True
coopers (the),PwC_UK,Bringing you the latest updates and insights from PwC in the UK. Find out more about our work and people in our Annual Report https://t.co/TM5Rn0k219,True
coopers (the),PwCTax,"Bringing you the latest insights on #taxreform to how #data & #analytics is reshaping the Tax Function of the Future, one tweet at a time. #TaxReimagined",True
corning,Corning,"Official Twitter of Corning Incorporated; materials science innovator & leader in specialty glass, ceramics & optical physics. Terms: https://t.co/UgtAnA12pG",True
corning,OwensCorning,TM & © 2019 MGM. The color PINK is a registered trademark of Owens Corning. © 2019 Owens Corning. All Rights Reserved.,True
corning,OCInsulation,Our building science makes insulation smarter.,True
corning,roncorning,"I am the anchor and executive producer of ‘Morning After’, a daily talk show at 10am on CW33 in Dallas/Fort Worth.",True
corning,corningmuseum,Inspiring people to see glass in a new light. Open 9 am to 5 pm.,True
countrywide financial,BankofAmerica,"The power to connect with people and exchange ideas. For account issues, please use @BofA_Help",True
countrywide financial,BofA_News,The power to get the latest 𝙣𝙚𝙬𝙨 📰 and 𝙞𝙣𝙛𝙤𝙧𝙢𝙖𝙩𝙞𝙤𝙣 💻 and 𝙨𝙩𝙖𝙮 𝙘𝙤𝙣𝙣𝙚𝙘𝙩𝙚𝙙 with Bank of America during the #𝗗𝗮𝘃𝗼𝘀𝗔𝗴𝗲𝗻𝗱𝗮.,True
countrywide financial,BofA_Tips,Great news: our money management tips (including #BetterMoneyHabits) will now run on @BankofAmerica.  We are retiring this account.,True
cummins,Cummins,"We live in an Always On world that stands at the gateway of a more sustainable future. At Cummins, we're inventing the technology that will take us there.",True
cummins,patcummins30,Australian Cricketer and proud ambassador for @Gillette @newbalance,True
cummins,JudithCummins,"Labour MP for Bradford South. 

I do not deal with casework on Twitter - if you are a constituent please email me at judith.cummins.mp@parliament.uk",True
cummins,D_Cummins,I’m no longer using this. Please visit me - @dancumminscomedy on Instagram and Facebook for new posts!,True
cummins,goldlikejoel,Keyboard wizard for @umphreysmcgee. dad. husband. @Amazon #1 best selling author. traveler. skier. yogi. golfer. @Cubs. @paradigmagency IG: @goldlikejoel,True
cummins,elliepses,"cancer with blood type o! | words @theatlantic, @voxdotcom, @natgeo, @newrepublic, etc. | founder @have2pass | adjunct @nyu_journalism",True
cummins,OfficialDurkin,UFC Fighter. Artist. Adventurer. Avid Cyclist/Recyclist. Pancake Enthusiast. #Ninerd,True
cummins,talithacummins7,Journalist▪️Hello Sunday Morning ambassador▪️ Talitha.cummins@icloud.com,True
cummins,jc_cummins,"Supervising Producer, @ABCNews Programs: @ABCthedrum, #PlanetAmerica, #OnePlusOne, The Mix, Behind The Wall + Docos.",True
cummins,emilyacummins,"Communications Director @PPAdvocatesPA
Formerly of @visitbuckspa, @ArtsQuest and @njdotcom 
She/Her/Hers 
Opinions are my own",True
deere &,dearDEERE,your PogChamp | drag + video games | she/her | deere@streamqueens.net,True
deere &,JohnDeere,Nothing runs like a Deere,True
deere &,JDCLASSIC,"The Official home of the John Deere Classic. July 5 - 11, 2021. TPC Deere Run #JDC2021 #JohnDeereClassic",True
deere &,JuddPDeere45,"This is an archive of a Trump Administration account, maintained by the National Archives and Records Administration.",True
delta air lines,Delta,"Caring for you is our top priority. For the most up to date information on how we’re responding to COVID-19, visit: https://t.co/l5WcWVfLXl",True
delta air lines,Delta_Pilots,"The Delta Master Executive Council of @WeAreALPA, representing 14,000+ Delta Air Lines pilots.",True
delta air lines,DeltaNewsHub,"Official Twitter newsroom of Delta Air Lines, a resource for people sharing Delta news. Visit @Delta for customer service, tips and promos.",True
delta air lines,DeltaVacations,Delta Air Lines® official vacation provider. You know @Delta but do you know Delta Vacations?,True
dte energy,DTE_Energy,Providing breaking news and tips from Michigan’s largest electric and gas company. Got a question? Message us from 8am-11pm seven days a week.,True
adtalem global education,lisawwardell,"Chairman and CEO, Adtalem Global Education. Mother to the most amazing children.",True
adtalem global education,adtalemglobal,"We empower students and professionals to achieve their goals, find success and make inspiring contributions to our global community.",True
disney (walt),WaltDisneyCo,The latest news and updates from The Walt Disney Company.,True
disney (walt),DisneyStudios,"The official Twitter for Walt Disney Studios where we can share news, videos, pics, and more from upcoming films with our fans!",True
disney (walt),WaltDisneyWorld,"The official Twitter feed for the Walt Disney World Resort. Have a question, comment or concern? We’re all ears!✨ Official responses from @WDWGuestService.",True
disney (walt),Disney,Disney magic right at your fingertips! ✨,True
disney (walt),Disney_UK,The Official Disney UK Twitter Account,True
disney (walt),WDWToday,"Walt Disney World Theme Parks are now open, however this account is not currently being monitored. For updates, please visit https://t.co/UPWmPgmsmf.",True
disney (walt),DisneyAnimation,The official Twitter page of Walt Disney Animation Studios.,True
disney (walt),DisneyChannelPR,"Official news from Disney Channel Media Relations (representing Disney Channel, Disney XD, Disney Junior & Radio Disney) Instagram: @DisneyChannelPR",True
disney (walt),DisneyParks,"The happiest Twitter feed on Earth! Sharing news and magic for Disney Parks, Experiences and Products. ✨",True
disney (walt),WDFMuseum,"Find animation, innovation, and inspiration at The Walt Disney Family Museum",True
disney (walt),DisneyMusic,"Official Twitter profile for Walt Disney Records featuring news, exclusives and more.",True
disney (walt),DisneyStudiosCA,"The official Twitter page for Walt Disney Studios Canada! Follow us for exclusive news, content and giveaways!",True
disney (walt),disneybroadway,Official account for Disney Theatrical Productions.,True
disney (walt),DisneyStudiosIN,The official handle for updates on Disney Pictures and Disney Pixar films in India,True
disney (walt),DisneyTVA,The home of #Disney Television Animation on Twitter. ✍️,True
disney (walt),DisneySprings,"The official Twitter feed for Disney Springs at Walt Disney World Resort. For questions and comments, please contact us @WDWGuestService!",True
disney (walt),TWDCArchives,"The Walt Disney Archives collects, preserves and ""brings to life"" the history of The Walt Disney Company.",True
disney (walt),Disneyland,Welcome to the official Twitter feed for the Disneyland Resort!,True
disney (walt),DisneyChannel,The happiest channel on Earth.,True
dominion energy,DominionEnergy,"Sharing the latest news, info & updates about Dominion Energy. Customers can report outages at https://t.co/PplRNyVKiK. If you suspect an emergency, call 911.",True
dominion energy,DECCGolf,"The Country Club of Virginia, James River Course | October 18-24, 2021 #DECCGolf",True
dominion energy,DomEnergyOhio,"For customer service needs, call 800-362-7557 or visit https://t.co/BzDaPMJFYG. To report a gas emergency call 877-542-2630.",True
dominion energy,Dom_CovePoint,Dominion Energy Cove Point is expanding the Cove Point LNG terminal to be a bi-directional service of import and export of LNG. Follow us for news & updates.,True
dominion energy,Dom_Millstone,"The latest news, notices & community events at Dominion Energy Millstone. For additional information visit https://t.co/FrNWKAJPlz",True
dover,DoverAthletic,"Official Dover Athletic Football Club twitter feed. Follow @DAFCLiveText for match updates, DoverAthleticFC on Facebook and doverathleticfc on Instagram.",True
dover,Port_of_Dover,"#PortofDover handles 12m passengers, 2.6m freight vehicles & up to £122bn of UK/European trade. Follow @PoD_travelnews for travel and #TrafficandWeather updates",True
dover,DoverDC,"Sharing news and information from your local Council. For help with Council services - to pay, report or apply - visit https://t.co/00aIDo1t0Z",True
dover,BethDover1,Sayer of words. OITNB 🍊 she/her,True
dover,dovermapd,"The Official Twitter of the Dover Police Department in Dover, Massachusetts. A @MetroLEC Community. Not monitored 24/7. Emergencies dial 9-1-1",True
dover,doverexpress,"Breaking news and features from Dover. Brought to you by @kentlivenews team. We have Kent covered.
Got a story? Get in touch kentlivenewsdesk@reachplc.com",True
dover,PoD_travelnews,#TrafficandWeather information from the #PortofDover - follow for regular round the clock updates. NOTE: we are not always able to respond to queries,True
dover,Sandy_Dover,"☆ writer-producer + former @Yahoo/@obamawhitehouse media: https://t.co/2CPkVRDvfJ • ex-''Talent'': @WaltDisneyCo/@ESPN, @Turner, @Complex • God = GOOD",True
dover,KATVElicia,"Host of Good Afternoon Arkansas. Watch weekdays at 3 p.m. on @katvnews.
(account owned by Sinclair Broadcast Group)",True
dupont de nemours,DuPont_News,"For over 200 years DuPont has been innovating around you, reinventing itself to bring technology-driven solutions to customers worldwide. Invent a better now.",True
omnicom group,Omnicom,Global leader in marketing communications and innovations for the connected age. Home to the industry’s most creative minds and top analytical talent.,True
omnicom group,MikeCooper_33,Group CEO for Omnicom Media Group EMEA and APAC. Also very proud to be Trustee and Deputy Chairman Alzheimer's Research UK.,True
omnicom group,mdenardis,"Entrepreneur, investor, board director and advisor. Former Executive Vice-Chairman Omnicom Media Group and CEO OMD Worldwide",True
du pont (e i) de nemours,DuPont_News,"For over 200 years DuPont has been innovating around you, reinventing itself to bring technology-driven solutions to customers worldwide. Invent a better now.",True
duke energy,DukeEnergy,Follow us for all the latest news about Duke Energy. Customers can report outages at https://t.co/gXdbzJZkPs. If you suspect an emergency please call 911.,True
dun & bradstreet,DunBradstreet,Official Dun & Bradstreet Twitter. Our #DNBDataCloud delivers #data & insights to help our clients grow and thrive.,True
dun & bradstreet,Stibel,Brain Scientist | Entrepreneur | Author | Vice Chairman @ Dun & Bradstreet | Partner @BryantStibel | Columnist @USAToday | Dad @Home,True
perkinelmer,PerkinElmer,"Stay informed with news, insights, trends and ways we are making an impact across the diagnostics, life sciences, food and applied markets.",True
perkinelmer,PKILifeScience,"Global leader in detection solutions, screening technologies, radiochemicals, cellular and preclinical imaging and analysis.",True
eastman kodak,Kodak,Enabling creativity since 1880. ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀,True
eastman kodak,EastmanMuseum,"World's foremost museum of photography and cinema located on the historic estate of George Eastman, the pioneer of popular photography.",True
eastman kodak,Carestream,"News from Carestream Health, provider of medical imaging  solutions. #xrayimaging #medicalimaging Questions or issues: please contact socialmedia@carestream.com",True
eaton plc,eatoncorp,"Eaton is a global technology leader in power management solutions. We make power operate more efficiently, reliably, safely and sustainably. #whatmatters",True
